Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0001944~vasculature development	18	2.100350058343057	0.023892706048605265	1003, 5728, 688, 147, 652, 9255, 857, 51752, 55576, 1906, 57057, 2296, 2246, 388, 538, 147372, 56913, 6934	524	249	12981	1.7908121033753335	1.0	0.9887138142961623	34.84734376497889
KEGG_PATHWAY	hsa00040:Pentose and glucuronate interconversions	4	0.4667444574095682	0.024033296843178648	231, 79799, 7367, 7366	199	16	4949	6.217336683417086	0.9763957512276303	0.8463632570887756	25.31004827527822
UP_SEQ_FEATURE	domain:EGF-like 2	9	1.0501750291715286	0.02435013351273876	2158, 4148, 4854, 4811, 7143, 63923, 4052, 55576, 3026	750	86	18308	2.5546046511627907	1.0	0.976412256462341	34.50791521776054
GOTERM_BP_FAT	GO:0051783~regulation of nuclear division	7	0.8168028004667445	0.02456160750833346	4751, 858, 3479, 1814, 23077, 1062, 1906	524	56	12981	3.096612595419847	1.0	0.9864838442067572	35.633831761295376
GOTERM_BP_FAT	GO:0007088~regulation of mitosis	7	0.8168028004667445	0.02456160750833346	4751, 858, 3479, 1814, 23077, 1062, 1906	524	56	12981	3.096612595419847	1.0	0.9864838442067572	35.633831761295376
GOTERM_BP_FAT	GO:0007595~lactation	5	0.5834305717619603	0.024761001537279184	858, 7782, 857, 4233, 5367	524	28	12981	4.423732279171211	1.0	0.9828892340139511	35.86653863180913
GOTERM_BP_FAT	GO:0030001~metal ion transport	28	3.267211201866978	0.027334206605850536	133308, 26872, 10242, 3745, 10246, 64116, 26266, 79041, 3778, 3756, 538, 10463, 259232, 10800, 6568, 261729, 27094, 7782, 25769, 857, 115207, 7779, 10786, 1259, 6555, 285195, 23315, 10050	524	453	12981	1.5312168242252666	1.0	0.9854796370477493	38.79930975561556
GOTERM_BP_FAT	GO:0042310~vasoconstriction	4	0.4667444574095682	0.02902053246555302	1910, 147, 857, 1906	524	17	12981	5.828917826672654	1.0	0.9856977467745578	40.65213104403259
GOTERM_CC_FAT	GO:0005624~membrane fraction	46	5.367561260210035	0.02958032437563001	1003, 51555, 1910, 800, 10246, 3998, 3845, 10755, 66002, 10017, 388, 90701, 25843, 4051, 8529, 4233, 10800, 7184, 26999, 23034, 6568, 4012, 126410, 261729, 147, 5566, 858, 25769, 1588, 857, 54898, 57834, 9153, 6511, 11283, 10006, 1259, 10786, 1814, 7107, 6652, 79772, 10050, 7367, 7366, 4168	523	792	12245	1.35984607064913	0.9999915417241436	0.726872990593852	34.105393336434155
UP_SEQ_FEATURE	DNA-binding region:H-T-H motif winged-type	3	0.3500583430571762	0.030610823092468355	5989, 222546, 64864	750	7	18308	10.461714285714287	1.0	0.9875745348935493	41.3608841536507
UP_SEQ_FEATURE	short sequence motif:Prevents secretion from ER	7	0.8168028004667445	0.03065989947370026	8824, 125972, 83989, 81567, 23491, 9562, 7184	750	58	18308	2.9461149425287356	1.0	0.9834627979834263	41.41183229019477
GOTERM_BP_FAT	GO:0032649~regulation of interferon-gamma production	5	0.5834305717619603	0.03112708223778889	3593, 51284, 51311, 9466, 3329	524	30	12981	4.1288167938931295	1.0	0.9867072921446558	42.89235174816351
GOTERM_MF_FAT	GO:0015296~anion:cation symporter activity	5	0.5834305717619603	0.03166639247073881	6511, 10246, 10786, 26266, 10050	505	30	12441	4.105940594059406	0.999999999799851	0.9962386966178733	38.412679357868804
GOTERM_MF_FAT	GO:0046906~tetrapyrrole binding	11	1.2835472578763127	0.0319131875071515	126410, 66002, 11283, 53905, 50506, 4548, 5740, 4051, 1588, 8529, 57834	505	126	12441	2.150730787364451	0.9999999998323024	0.9889106674007891	38.6486961761359
GOTERM_BP_FAT	GO:0001525~angiogenesis	12	1.4002333722287048	0.0339241529245477	57057, 5728, 688, 388, 2246, 652, 147372, 9255, 51752, 55576, 1906, 56913	524	146	12981	2.0361288298651052	1.0	0.988664075889126	45.743794746961754
GOTERM_BP_FAT	GO:0006814~sodium ion transport	11	1.2835472578763127	0.03395676995476048	6568, 133308, 10246, 10786, 6555, 25769, 26266, 259232, 285195, 23315, 10050	524	128	12981	2.128921159351145	1.0	0.9860270146571196	45.77623925247902
GOTERM_CC_FAT	GO:0005626~insoluble fraction	47	5.484247374562427	0.03432525226532508	1003, 51555, 1910, 8883, 800, 10246, 3998, 3845, 10755, 66002, 10017, 388, 90701, 25843, 4051, 8529, 4233, 10800, 7184, 26999, 23034, 6568, 4012, 126410, 261729, 147, 5566, 858, 25769, 1588, 857, 54898, 57834, 9153, 6511, 11283, 10006, 1259, 10786, 1814, 7107, 6652, 79772, 10050, 7367, 7366, 4168	523	822	12245	1.3386996227082202	0.9999987433616725	0.7430071562102666	38.442795939619735
GOTERM_BP_FAT	GO:0022406~membrane docking	5	0.5834305717619603	0.03463796226664145	26258, 4218, 10490, 858, 60412	524	31	12981	3.9956291553804486	1.0	0.9843884673458604	46.44965955635046
COG_ONTOLOGY	Amino acid transport and metabolism	6	0.7001166861143524	0.03599803899380175	4012, 2572, 2628, 51752, 2746, 64167	74	49	1918	3.173745173745174	0.5696794371775453	0.3440117662469435	25.21822336476105
SP_PIR_KEYWORDS	Monooxygenase	8	0.9334889148191364	0.03815847636602074	126410, 66002, 11283, 4051, 1588, 8529, 5053, 57834	753	77	18353	2.5322778151463408	0.9999999936143046	0.9324981839926569	42.75653585155972
GOTERM_BP_FAT	GO:0032647~regulation of interferon-alpha production	3	0.3500583430571762	0.03860769243795392	51284, 51311, 3329	524	8	12981	9.289837786259541	1.0	0.9882509434394444	50.21975568206594
INTERPRO	IPR013111:EGF, extracellular	7	0.8168028004667445	0.03869254963019239	8728, 9358, 4854, 7143, 63923, 255743, 55576	636	63	15967	2.7894828791055204	1.0	0.9339634627152236	46.53014154691346
GOTERM_MF_FAT	GO:0005436~sodium:phosphate symporter activity	3	0.3500583430571762	0.03899685873549558	10246, 10786, 10050	505	8	12441	9.238366336633664	0.9999999999989743	0.9899576341202214	45.07378865533285
INTERPRO	IPR013032:EGF-like region, conserved site	19	2.2170361726954493	0.04067582417919874	2158, 4148, 9358, 4854, 63923, 10863, 7143, 255743, 55576, 5648, 3026, 729, 8728, 286204, 4811, 147372, 4052, 730, 30817	636	289	15967	1.6505244717198757	1.0	0.9315079064560133	48.253695861166904
GOTERM_BP_FAT	GO:0009712~catechol metabolic process	5	0.5834305717619603	0.04232146164536638	136319, 2643, 538, 767558, 1814, 5053	524	33	12981	3.7534698126301183	1.0	0.9906974182625481	53.518797459164766
GOTERM_BP_FAT	GO:0006584~catecholamine metabolic process	5	0.5834305717619603	0.04232146164536638	136319, 2643, 538, 767558, 1814, 5053	524	33	12981	3.7534698126301183	1.0	0.9906974182625481	53.518797459164766
GOTERM_BP_FAT	GO:0006885~regulation of pH	5	0.5834305717619603	0.04232146164536638	1203, 1910, 285195, 23315, 1906	524	33	12981	3.7534698126301183	1.0	0.9906974182625481	53.518797459164766
GOTERM_BP_FAT	GO:0034311~diol metabolic process	5	0.5834305717619603	0.04232146164536638	136319, 2643, 538, 767558, 1814, 5053	524	33	12981	3.7534698126301183	1.0	0.9906974182625481	53.518797459164766
SP_PIR_KEYWORDS	Cardiomyopathy	6	0.7001166861143524	0.04237575938988587	57057, 6444, 1832, 11155, 3845, 88	753	47	18353	3.111469017546834	0.9999999992420535	0.927563940940314	46.25203861682871
GOTERM_BP_FAT	GO:0006928~cell motion	28	3.267211201866978	0.042511302371376306	1910, 3800, 800, 51192, 63923, 7143, 3479, 151449, 5457, 11034, 10755, 2296, 23077, 4233, 830, 976, 3593, 5728, 9255, 858, 5362, 345895, 429, 55342, 7171, 8701, 6652, 58495	524	472	12981	1.4695788588433174	1.0	0.9890119947642941	53.6817678372461
GOTERM_MF_FAT	GO:0015103~inorganic anion transmembrane transporter activity	5	0.5834305717619603	0.04303408125861283	6568, 10246, 10786, 26266, 10050	505	33	12441	3.732673267326733	0.9999999999999448	0.9872349779931705	48.44877618768278
GOTERM_CC_FAT	GO:0030054~cell junction	31	3.6172695449241536	0.04400111511270424	1003, 10243, 26872, 2560, 221692, 54518, 4739, 2742, 9073, 57706, 26285, 64398, 2894, 23092, 26999, 23034, 9231, 9069, 2572, 858, 857, 143425, 4892, 339302, 1832, 10006, 4008, 26136, 6382, 23312, 88	523	508	12245	1.4287461796720917	0.9999999750009769	0.7963417093714632	46.478929769428156
UP_SEQ_FEATURE	metal ion-binding site:Magnesium	10	1.1668611435239207	0.04419731321366448	221294, 3778, 51559, 57205, 538, 55276, 5634, 10994, 286410, 10396	750	114	18308	2.1412865497076026	1.0	0.9962374827089386	53.98038278572111
GOTERM_BP_FAT	GO:0048284~organelle fusion	4	0.4667444574095682	0.044526990789098726	4218, 55669, 4033, 858	524	20	12981	4.954580152671756	1.0	0.9894102513011651	55.37922242457627
SMART	SM00050:DISIN	4	0.4667444574095682	0.0451515396414365	8756, 8728, 27299, 10863	322	22	8735	4.932241671372106	0.9999557639726254	0.9646335035153337	44.39137088688165
GOTERM_BP_FAT	GO:0006812~cation transport	31	3.6172695449241536	0.04554610203052158	133308, 26872, 10242, 3745, 10246, 64116, 57205, 26266, 79041, 3778, 3756, 538, 10463, 10800, 259232, 150159, 6568, 261729, 27094, 7782, 25769, 857, 51382, 115207, 7779, 1259, 10786, 6555, 285195, 23315, 10050	524	539	12981	1.4247865003044937	1.0	0.9886896380069292	56.21492944239106
GOTERM_CC_FAT	GO:0005938~cell cortex	12	1.4002333722287048	0.045730121285566194	830, 11034, 10755, 989, 55770, 800, 4739, 2037, 60412, 857, 1300, 80762	523	145	12245	1.937627744445177	0.9999999876375972	0.7807151773341549	47.80802290154191
GOTERM_BP_FAT	GO:0015672~monovalent inorganic cation transport	20	2.3337222870478413	0.045906180342479196	6568, 133308, 10242, 10246, 3745, 27094, 25769, 26266, 51382, 79041, 115207, 3778, 3756, 10786, 1259, 6555, 285195, 259232, 23315, 10050	524	310	12981	1.5982516621521794	1.0	0.987182544942136	56.50665888884884
GOTERM_BP_FAT	GO:0048232~male gamete generation	19	2.2170361726954493	0.04611228426728042	26664, 83890, 55723, 55905, 11063, 346673, 10863, 5367, 9825, 1539, 64224, 338323, 10017, 116832, 1259, 55342, 604, 66037, 10744	524	290	12981	1.6230521189786786	1.0	0.9853899766371824	56.67281452838113
GOTERM_BP_FAT	GO:0007283~spermatogenesis	19	2.2170361726954493	0.04611228426728042	26664, 83890, 55723, 55905, 11063, 346673, 10863, 5367, 9825, 1539, 64224, 338323, 10017, 116832, 1259, 55342, 604, 66037, 10744	524	290	12981	1.6230521189786786	1.0	0.9853899766371824	56.67281452838113
UP_SEQ_FEATURE	short sequence motif:Box 1 motif	4	0.4667444574095682	0.04629596342679548	50615, 2690, 3566, 9466	750	20	18308	4.882133333333333	1.0	0.9959529724692517	55.68476543803085
GOTERM_CC_FAT	GO:0043232~intracellular non-membrane-bounded organelle	124	14.469078179696615	0.046431037566788305	54518, 29999, 337985, 800, 3337, 2332, 10799, 221613, 100288323, 6167, 643803, 2296, 23309, 9859, 9750, 64393, 337975, 11155, 337976, 337977, 23077, 337978, 337979, 604, 140258, 337970, 6780, 337974, 337973, 85865, 55758, 337972, 337971, 63931, 160492, 23476, 10006, 337966, 337967, 7171, 23063, 337968, 337969, 23637, 55723, 79023, 26993, 388818, 1783, 10270, 11034, 7188, 23092, 10806, 84517, 55930, 26052, 7114, 9758, 1062, 1832, 29766, 26137, 29767, 284827, 54801, 88, 989, 10243, 2246, 7259, 6119, 830, 57492, 26499, 55127, 337879, 337878, 4741, 631, 4747, 57129, 55329, 4751, 53904, 337880, 4644, 6194, 337882, 4168, 6444, 3662, 26017, 3800, 4739, 337960, 65986, 337963, 100131902, 28957, 6238, 8796, 116832, 337959, 28951, 60412, 10463, 6138, 254950, 10253, 6623, 100288287, 11063, 1539, 6229, 643812, 11169, 5000, 55342, 7095, 2037, 8701, 57475, 255626	523	2513	12245	1.1552774520866256	0.9999999907109872	0.7589253722832477	48.33804159572145
GOTERM_CC_FAT	GO:0043228~non-membrane-bounded organelle	124	14.469078179696615	0.046431037566788305	54518, 29999, 337985, 800, 3337, 2332, 10799, 221613, 100288323, 6167, 643803, 2296, 23309, 9859, 9750, 64393, 337975, 11155, 337976, 337977, 23077, 337978, 337979, 604, 140258, 337970, 6780, 337974, 337973, 85865, 55758, 337972, 337971, 63931, 160492, 23476, 10006, 337966, 337967, 7171, 23063, 337968, 337969, 23637, 55723, 79023, 26993, 388818, 1783, 10270, 11034, 7188, 23092, 10806, 84517, 55930, 26052, 7114, 9758, 1062, 1832, 29766, 26137, 29767, 284827, 54801, 88, 989, 10243, 2246, 7259, 6119, 830, 57492, 26499, 55127, 337879, 337878, 4741, 631, 4747, 57129, 55329, 4751, 53904, 337880, 4644, 6194, 337882, 4168, 6444, 3662, 26017, 3800, 4739, 337960, 65986, 337963, 100131902, 28957, 6238, 8796, 116832, 337959, 28951, 60412, 10463, 6138, 254950, 10253, 6623, 100288287, 11063, 1539, 6229, 643812, 11169, 5000, 55342, 7095, 2037, 8701, 57475, 255626	523	2513	12245	1.1552774520866256	0.9999999907109872	0.7589253722832477	48.33804159572145
GOTERM_BP_FAT	GO:0018958~phenol metabolic process	5	0.5834305717619603	0.04649465983726486	136319, 2643, 538, 767558, 1814, 5053	524	34	12981	3.6430736416704086	1.0	0.9837534373970012	56.97949065720408
BIOCARTA	h_eicosanoidPathway:Eicosanoid Metabolism	4	0.4667444574095682	0.046718900739052584	5731, 5734, 5740, 10800	56	21	1394	4.741496598639456	0.9969398771446494	0.9446816228062443	42.30839681133934
BIOCARTA	h_aktPathway:AKT Signaling Pathway	4	0.4667444574095682	0.046718900739052584	5290, 356, 2690, 4790	56	21	1394	4.741496598639456	0.9969398771446494	0.9446816228062443	42.30839681133934
INTERPRO	IPR019826:Carboxylesterase type B, active site	3	0.3500583430571762	0.0472219380789689	8824, 283848, 23491	636	9	15967	8.368448637316561	1.0	0.9471019339762577	53.58030594808583
INTERPRO	IPR002524:Cation efflux protein	3	0.3500583430571762	0.0472219380789689	7779, 7782, 10463	636	9	15967	8.368448637316561	1.0	0.9471019339762577	53.58030594808583
INTERPRO	IPR003150:DNA-binding RFX	3	0.3500583430571762	0.0472219380789689	5989, 222546, 64864	636	9	15967	8.368448637316561	1.0	0.9471019339762577	53.58030594808583
GOTERM_BP_FAT	GO:0045745~positive regulation of G-protein coupled receptor protein signaling pathway	3	0.3500583430571762	0.04833739577007187	29767, 858, 1814	524	9	12981	8.257633587786259	1.0	0.9842193420766534	58.428915761362546
GOTERM_BP_FAT	GO:0009967~positive regulation of signal transduction	19	2.2170361726954493	0.048804954533197206	657, 54602, 56940, 652, 3845, 3479, 2690, 858, 151449, 857, 10755, 7188, 10475, 429, 356, 29767, 1814, 80762, 5966	524	292	12981	1.6119353236432081	1.0	0.9827368662286016	58.78928121601952
GOTERM_MF_FAT	GO:0050998~nitric-oxide synthase binding	3	0.3500583430571762	0.04881773129909722	384, 858, 857	505	9	12441	8.211881188118811	0.9999999999999992	0.9869869243823337	52.9476184926388
UP_SEQ_FEATURE	repeat:LRR 23	3	0.3500583430571762	0.04971287984439655	51284, 1062, 51311	750	9	18308	8.136888888888889	1.0	0.996293586407031	58.333171780891504
GOTERM_MF_FAT	GO:0020037~heme binding	10	1.1668611435239207	0.050092832280060506	126410, 66002, 11283, 53905, 50506, 5740, 4051, 1588, 8529, 57834	505	118	12441	2.0877664037590202	0.9999999999999997	0.9809905384819427	53.888839640763166
SP_PIR_KEYWORDS	cleavage on pair of basic residues	18	2.100350058343057	0.05013958802896797	405754, 1003, 2158, 6750, 5126, 652, 10863, 151449, 28316, 2922, 117579, 170691, 5367, 1906, 3026, 654, 29106, 5122	753	268	18353	1.637004221918297	0.9999999999853784	0.9374667819812366	52.17338421266773
GOTERM_BP_FAT	GO:0032318~regulation of Ras GTPase activity	9	1.0501750291715286	0.05091156684647573	23637, 23216, 93627, 9779, 60682, 116984, 9882, 604, 85360	524	101	12981	2.207486206635931	1.0	0.9836019501371998	60.376679666378564
GOTERM_MF_FAT	GO:0015020~glucuronosyltransferase activity	4	0.4667444574095682	0.051123558398268196	135152, 79799, 7367, 7366	505	21	12441	4.692503536067893	0.9999999999999999	0.9737970191974472	54.63679544963447
GOTERM_CC_FAT	GO:0005615~extracellular space	38	4.434072345390899	0.05148971591687956	84658, 6750, 5126, 10549, 10875, 63923, 51192, 3479, 151449, 3026, 9450, 146225, 729, 3964, 146223, 113540, 6414, 2246, 123920, 79812, 3593, 976, 652, 9255, 2690, 2922, 27151, 5367, 1906, 5648, 654, 3329, 27123, 79135, 356, 231, 6652, 5122	523	659	12245	1.3500668780845886	0.9999999988268458	0.7698045184746687	52.017734683456965
GOTERM_BP_FAT	GO:0043405~regulation of MAP kinase activity	11	1.2835472578763127	0.05220100403402401	10253, 28951, 5562, 56940, 3845, 2690, 857, 81848, 5585, 4233, 1906	524	138	12981	1.9746515101228013	1.0	0.9833192040133475	61.31965621797403
SP_PIR_KEYWORDS	cell junction	24	2.8004667444574096	0.05308261995875896	1003, 9231, 10243, 9069, 2560, 221692, 54518, 4739, 2572, 2742, 9073, 57706, 143425, 26285, 64398, 339302, 1832, 10006, 2894, 23092, 26136, 23312, 23034, 26999	753	391	18353	1.4960515992296797	0.9999999999967539	0.9290199568682698	54.25481979683382
GOTERM_BP_FAT	GO:0043087~regulation of GTPase activity	10	1.1668611435239207	0.053187757942238345	23637, 23216, 93627, 25780, 9779, 60682, 116984, 9882, 604, 85360	524	120	12981	2.0644083969465647	1.0	0.9826437087225386	62.02693243098456
GOTERM_BP_FAT	GO:0042692~muscle cell differentiation	10	1.1668611435239207	0.053187757942238345	136319, 10243, 831, 3756, 652, 3845, 858, 767558, 3479, 6382, 6934	524	120	12981	2.0644083969465647	1.0	0.9826437087225386	62.02693243098456
GOTERM_BP_FAT	GO:0006944~membrane fusion	6	0.7001166861143524	0.05356213890567899	26258, 4218, 55669, 4033, 10490, 858	524	51	12981	2.914458913336327	1.0	0.9811211665420313	62.29207041367406
KEGG_PATHWAY	hsa00150:Androgen and estrogen metabolism	5	0.5834305717619603	0.05393456491751419	51144, 1588, 79799, 7367, 7366	199	36	4949	3.4540759352317143	0.9998041781958791	0.9419297517720281	48.57785304436762
INTERPRO	IPR001762:Blood coagulation inhibitor, Disintegrin	4	0.4667444574095682	0.05497772600062106	8756, 8728, 27299, 10863	636	22	15967	4.564608347627216	1.0	0.9610375514576202	59.22575639064589
GOTERM_BP_FAT	GO:0031960~response to corticosteroid stimulus	8	0.9334889148191364	0.055176448689592934	3778, 652, 3845, 2690, 6382, 857, 5122, 4747	524	85	12981	2.3315671306690615	1.0	0.9813554229474146	63.41545445887042
GOTERM_CC_FAT	GO:0043005~neuron projection	22	2.5670945157526255	0.05530997100690024	6780, 3800, 2918, 26052, 6623, 800, 2572, 4741, 767558, 57706, 4747, 10755, 136319, 3778, 10006, 29767, 538, 60412, 23077, 5122, 23034, 4644, 88	523	339	12245	1.5194278526991434	0.99999999975591	0.771350636527917	54.63373421937621
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	6	0.7001166861143524	0.05540184773164945	5290, 6197, 10000, 5562, 3479, 6194	199	52	4949	2.8695400077309623	0.9998458114499875	0.8885672031285491	49.52644570073635
GOTERM_BP_FAT	GO:0002027~regulation of heart rate	4	0.4667444574095682	0.056720139916524505	147, 6870, 5367, 1906	524	22	12981	4.504163775156141	1.0	0.9814838807839021	64.46009767919404
GOTERM_MF_FAT	GO:0015299~solute:hydrogen antiporter activity	4	0.4667444574095682	0.057476249413916526	133308, 285195, 150159, 23315	505	22	12441	4.47920792079208	1.0	0.976117597625228	59.00236417420158
SP_PIR_KEYWORDS	microsome	9	1.0501750291715286	0.058039184810745124	126410, 66002, 11283, 90701, 4051, 8529, 57834, 7367, 7366	753	102	18353	2.1505741738926645	0.9999999999997453	0.9283717779932362	57.570904741737515
UP_SEQ_FEATURE	domain:EGF-like 3; calcium-binding	5	0.5834305717619603	0.05817403780084068	976, 286204, 4811, 4052, 30817	750	36	18308	3.3903703703703707	1.0	0.9980368728604525	64.26424343036099
GOTERM_BP_FAT	GO:0045622~regulation of T-helper cell differentiation	3	0.3500583430571762	0.0588436864903064	3662, 3566, 604	524	10	12981	7.431870229007634	1.0	0.9823469932538854	65.85122277776867
GOTERM_BP_FAT	GO:0010460~positive regulation of heart rate	3	0.3500583430571762	0.0588436864903064	147, 6870, 1906	524	10	12981	7.431870229007634	1.0	0.9823469932538854	65.85122277776867
UP_SEQ_FEATURE	repeat:LRR 20	4	0.4667444574095682	0.05891704856689109	344657, 51284, 1062, 51311	750	22	18308	4.438303030303031	1.0	0.997520083271391	64.7451979759919
GOTERM_BP_FAT	GO:0000041~transition metal ion transport	7	0.8168028004667445	0.05896063596184693	26872, 261729, 7779, 64116, 538, 7782, 10463	524	69	12981	2.5131928310653833	1.0	0.9806292871044273	65.9263230929796
GOTERM_CC_FAT	GO:0005912~adherens junction	12	1.4002333722287048	0.06031964499606924	4892, 9231, 1832, 54518, 4739, 4008, 23092, 26136, 858, 6382, 857, 88	523	152	12245	1.8483948877930967	0.9999999999691485	0.7796668528193935	57.8638235139626
GOTERM_CC_FAT	GO:0005789~endoplasmic reticulum membrane	18	2.100350058343057	0.06095110692942289	405753, 840, 4033, 3998, 90527, 57834, 79041, 340485, 6238, 66002, 90701, 4051, 201595, 8529, 6745, 56605, 7184, 5279	523	265	12245	1.5903171110068905	0.9999999999762473	0.7628397664684102	58.25546569381419
GOTERM_BP_FAT	GO:0051146~striated muscle cell differentiation	8	0.9334889148191364	0.06108648540373556	136319, 10243, 831, 3756, 3845, 858, 767558, 3479, 6382	524	87	12981	2.2779678862858646	1.0	0.981518700849902	67.26459462108505
UP_SEQ_FEATURE	domain:EGF-like 5; calcium-binding	5	0.5834305717619603	0.06320512763716625	976, 4811, 4052, 255743, 30817	750	37	18308	3.298738738738739	1.0	0.9978527483805604	67.40392359820395
GOTERM_BP_FAT	GO:0006829~zinc ion transport	4	0.4667444574095682	0.06334754158106158	7779, 64116, 7782, 10463	524	23	12981	4.308330567540657	1.0	0.9824902792953569	68.6334747008876
GOTERM_BP_FAT	GO:0042558~pteridine and derivative metabolic process	4	0.4667444574095682	0.06334754158106158	10243, 2643, 4548, 5053	524	23	12981	4.308330567540657	1.0	0.9824902792953569	68.6334747008876
KEGG_PATHWAY	hsa05215:Prostate cancer	8	0.9334889148191364	0.06430974368963718	5290, 5728, 10000, 3845, 3479, 4790, 7184, 6934	199	89	4949	2.2354468974083903	0.9999641619407819	0.8709170456763595	54.94940876857375
GOTERM_BP_FAT	GO:0051592~response to calcium ion	6	0.7001166861143524	0.06549638615955067	10242, 3778, 27094, 6382, 857, 5122	524	54	12981	2.7525445292620865	1.0	0.9832539454672261	69.88421331329681
SP_PIR_KEYWORDS	zinc transport	4	0.4667444574095682	0.0660139226835823	7779, 64116, 7782, 10463	753	23	18353	4.238812864484093	0.9999999999999959	0.9367212445576741	62.440574804046676
GOTERM_BP_FAT	GO:0007218~neuropeptide signaling pathway	8	0.9334889148191364	0.0673697159455489	976, 84658, 2742, 2922, 5367, 22859, 30817, 114815	524	89	12981	2.2267775967064067	1.0	0.9836746950288611	70.93604762517414
GOTERM_BP_FAT	GO:0051240~positive regulation of multicellular organismal process	16	1.8669778296382729	0.06741971017469424	3593, 657, 147, 652, 2690, 857, 25769, 6870, 5367, 1906, 3329, 654, 201633, 11128, 51284, 9466	524	243	12981	1.6311374988219771	1.0	0.9821666707940759	70.96363761656761
INTERPRO	IPR002870:Peptidase M12B, propeptide	5	0.5834305717619603	0.06806466825189705	8756, 8728, 27299, 10863, 170691	636	39	15967	3.2186340912756006	1.0	0.9783452566845473	67.31844588169264
INTERPRO	IPR001590:Peptidase M12B, ADAM/reprolysin	5	0.5834305717619603	0.06806466825189705	8756, 8728, 27299, 10863, 170691	636	39	15967	3.2186340912756006	1.0	0.9783452566845473	67.31844588169264
GOTERM_BP_FAT	GO:0010038~response to metal ion	10	1.1668611435239207	0.06814472259459056	10242, 5728, 3778, 27094, 2628, 538, 6382, 7782, 857, 5122	524	126	12981	1.9661032351872048	1.0	0.9813710868696471	71.36097810345888
GOTERM_BP_FAT	GO:0010647~positive regulation of cell communication	20	2.3337222870478413	0.06874460966921711	657, 54602, 56940, 652, 3845, 3479, 2690, 858, 151449, 857, 25769, 10755, 7188, 10475, 429, 356, 29767, 1814, 80762, 5966	524	326	12981	1.5198098627827472	1.0	0.9804320757293888	71.68585969458788
GOTERM_BP_FAT	GO:0045078~positive regulation of interferon-gamma biosynthetic process	3	0.3500583430571762	0.07004845263188222	3593, 51284, 51311	524	11	12981	6.756245662734212	1.0	0.9803107556512525	72.38003032324565
GOTERM_BP_FAT	GO:0032729~positive regulation of interferon-gamma production	3	0.3500583430571762	0.07004845263188222	3593, 9466, 3329	524	11	12981	6.756245662734212	1.0	0.9803107556512525	72.38003032324565
GOTERM_BP_FAT	GO:0032653~regulation of interleukin-10 production	3	0.3500583430571762	0.07004845263188222	3662, 201633, 3329	524	11	12981	6.756245662734212	1.0	0.9803107556512525	72.38003032324565
GOTERM_BP_FAT	GO:0006906~vesicle fusion	3	0.3500583430571762	0.07004845263188222	4218, 4033, 858	524	11	12981	6.756245662734212	1.0	0.9803107556512525	72.38003032324565
GOTERM_BP_FAT	GO:0002820~negative regulation of adaptive immune response	3	0.3500583430571762	0.07004845263188222	80762, 604, 9466	524	11	12981	6.756245662734212	1.0	0.9803107556512525	72.38003032324565
GOTERM_BP_FAT	GO:0002823~negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3	0.3500583430571762	0.07004845263188222	80762, 604, 9466	524	11	12981	6.756245662734212	1.0	0.9803107556512525	72.38003032324565
GOTERM_MF_FAT	GO:0031420~alkali metal ion binding	15	1.7502917152858808	0.07028231280380799	6568, 133308, 10246, 3745, 25769, 26266, 79041, 3778, 3756, 10786, 6555, 285195, 259232, 23315, 10050	505	223	12441	1.6571060693513298	1.0	0.9852212323341656	66.63701091142802
GOTERM_BP_FAT	GO:0006904~vesicle docking during exocytosis	4	0.4667444574095682	0.0703148399724018	26258, 4218, 10490, 60412	524	24	12981	4.1288167938931295	1.0	0.9789888978351037	72.51986602399056
UP_SEQ_FEATURE	repeat:LRR 22	3	0.3500583430571762	0.07198020763078514	51284, 1062, 51311	750	11	18308	6.657454545454546	1.0	0.9987808695716279	72.26736264388418
SMART	SM00164:TBC	5	0.5834305717619603	0.07200187973313818	23637, 23216, 93627, 9779, 9882	322	43	8735	3.1543406037844863	0.9999999092764689	0.9826447854733319	61.29143064731265
GOTERM_MF_FAT	GO:0005099~Ras GTPase activator activity	8	0.9334889148191364	0.07226130109807195	23637, 23216, 93627, 25780, 9779, 23092, 9882, 85360	505	90	12441	2.1898349834983497	1.0	0.9817596961261161	67.69088034437488
UP_SEQ_FEATURE	repeat:LRR 19	4	0.4667444574095682	0.07296926833274223	344657, 51284, 1062, 51311	750	24	18308	4.068444444444444	1.0	0.9985107874376922	72.77047294415848
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	16	1.8669778296382729	0.07401000289766452	1910, 2560, 147, 2918, 5731, 5734, 27334, 2742, 2690, 6870, 2894, 2846, 9002, 1814, 10800, 2834	199	250	4949	1.5916381909547739	0.9999927993869201	0.8610383658968149	60.243438439308235
