Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0015671~oxygen transport	5	1.3623978201634876	7.866031045718342E-5	3048, 3047, 3043, 3045, 3046	247	13	12981	20.21332918094052	0.0990519436603734	0.012953826784617317	0.12866948330214623
INTERPRO	IPR001811:Small chemokine, interleukin-8-like	7	1.9073569482288828	8.478980092538418E-5	2919, 6374, 5473, 6372, 5196, 5197, 3576	288	41	15967	9.465531842818429	0.03915069162963458	0.0030674157924479584	0.12100660093172788
UP_SEQ_FEATURE	zinc finger region:C2H2-type 23	5	1.3623978201634876	1.1399564872798386E-4	7652, 284371, 7644, 388558, 162962	326	15	18308	18.719836400817996	0.11846129877447842	0.005467017442237876	0.18226610186532488
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme proximal ligand)	5	1.3623978201634876	1.1399564872798386E-4	3048, 3047, 3043, 3045, 3046	326	15	18308	18.719836400817996	0.11846129877447842	0.005467017442237876	0.18226610186532488
UP_SEQ_FEATURE	zinc finger region:C2H2-type 18	8	2.17983651226158	1.228677418065206E-4	7652, 284371, 7644, 284370, 7576, 90317, 388558, 162966	326	63	18308	7.131366247930665	0.12707014127754834	0.005646501225764267	0.19643850059928303
GOTERM_MF_FAT	GO:0019825~oxygen binding	7	1.9073569482288828	1.2866534310583205E-4	3048, 3047, 1592, 213, 3043, 3045, 3046	231	43	12441	8.767441860465116	0.04342147693886611	0.011036743109463454	0.17545362037216794
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2	25	6.811989100817439	1.3286954231679562E-4	7652, 55762, 90317, 84436, 55769, 100129543, 81856, 57615, 388558, 400713, 152485, 163223, 148213, 7644, 125893, 113835, 148198, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284370, 79986, 90333	326	585	18308	2.399979025745897	0.13667449235675966	0.005861294297133335	0.2124132468033224
GOTERM_MF_FAT	GO:0008009~chemokine activity	7	1.9073569482288828	1.887632970706964E-4	2919, 6374, 5473, 6372, 5196, 5197, 3576	231	46	12441	8.195652173913043	0.06305386467699614	0.012941427109501191	0.2573080017970075
GOTERM_MF_FAT	GO:0042379~chemokine receptor binding	7	1.9073569482288828	2.690981300383844E-4	2919, 6374, 5473, 6372, 5196, 5197, 3576	231	49	12441	7.6938775510204085	0.0886710393423259	0.015356098749306102	0.36662819504562627
GOTERM_BP_FAT	GO:0015669~gas transport	5	1.3623978201634876	3.1242133118453033E-4	3048, 3047, 3043, 3045, 3046	247	18	12981	14.598515519568151	0.3392207192947121	0.04499362966389764	0.5101299306742413
SP_PIR_KEYWORDS	erythrocyte	5	1.3623978201634876	3.7373917439518535E-4	3048, 3047, 3043, 3045, 3046	326	20	18353	14.074386503067483	0.10675138067042678	0.010210274668396191	0.4987798657702269
GOTERM_MF_FAT	GO:0016878~acid-thiol ligase activity	5	1.3623978201634876	4.3679565420158415E-4	348158, 123876, 6296, 116285, 54988	231	20	12441	13.464285714285714	0.1399178935176406	0.021302319765869382	0.5944744087159282
GOTERM_MF_FAT	GO:0046906~tetrapyrrole binding	10	2.7247956403269753	5.452995545993781E-4	3048, 3047, 1592, 6392, 51167, 340665, 8029, 3043, 3045, 3046	231	126	12441	4.27437641723356	0.17153414677498124	0.023247960759640418	0.7416384136357035
UP_SEQ_FEATURE	zinc finger region:C2H2-type 21	5	1.3623978201634876	7.822910490550446E-4	284371, 7644, 90317, 388558, 162962	326	24	18308	11.699897750511246	0.5791810146925915	0.03274245099208439	1.244545092263627
UP_SEQ_FEATURE	zinc finger region:C2H2-type 22	5	1.3623978201634876	7.822910490550446E-4	7652, 284371, 7644, 388558, 162962	326	24	18308	11.699897750511246	0.5791810146925915	0.03274245099208439	1.244545092263627
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4; degenerate	5	1.3623978201634876	9.183809411289372E-4	171392, 7576, 113835, 148213, 81856	326	25	18308	11.231901840490798	0.6380307515774136	0.036937424577645706	1.4595617782693249
SP_PIR_KEYWORDS	fetus	3	0.8174386920980926	9.269001456127335E-4	3048, 3047, 174	326	3	18353	56.29754601226995	0.24425680897381485	0.0230675842141016	1.232786738627234
INTERPRO	IPR001703:Alpha-fetoprotein	3	0.8174386920980926	9.544434005650858E-4	174, 213, 173	288	3	15967	55.440972222222214	0.36221721109576455	0.031614993137862424	1.35428454783999
UP_SEQ_FEATURE	topological domain:Cytoplasmic	81	22.070844686648503	0.0010498780718633885	79473, 50937, 81671, 119678, 119679, 338557, 26595, 54714, 256471, 79339, 390054, 390059, 338596, 90952, 390058, 116337, 284161, 4360, 390271, 1183, 221074, 390275, 349633, 64478, 24145, 390061, 390063, 10090, 64221, 390064, 390066, 390067, 116068, 26493, 26494, 5787, 283160, 390265, 340547, 390264, 4684, 219865, 390081, 124274, 23538, 3703, 64922, 390077, 390078, 5801, 283111, 390075, 158038, 283159, 390072, 2526, 84059, 10178, 341208, 219858, 23584, 390079, 157724, 115111, 27345, 282763, 26509, 10888, 220296, 219870, 641654, 340980, 10550, 390083, 390084, 79345, 5101, 338751, 219869, 2823, 1630, 283162, 387748	326	3250	18308	1.3996677678150071	0.6870697996412349	0.040642959522922184	1.6669050902724858
SP_PIR_KEYWORDS	heme	9	2.452316076294278	0.0012019614104439996	3048, 3047, 1592, 6392, 51167, 340665, 3043, 3045, 3046	326	118	18353	4.293880628054487	0.3045600918696637	0.02755259040175162	1.595906309951567
UP_SEQ_FEATURE	zinc finger region:C2H2-type 24	4	1.08991825613079	0.001388962614525498	7652, 7644, 388558, 162962	326	13	18308	17.279848985370457	0.7850307958573082	0.051628506471629865	2.1996844437489504
GOTERM_MF_FAT	GO:0016877~ligase activity, forming carbon-sulfur bonds	5	1.3623978201634876	0.0014296399594324152	348158, 123876, 6296, 116285, 54988	231	27	12441	9.973544973544973	0.38956208750690346	0.05336536815813964	1.933563696777607
SP_PIR_KEYWORDS	metal-binding	73	19.891008174386922	0.0014927238518805282	10346, 7652, 153364, 10150, 348158, 3048, 3047, 84436, 100129543, 117854, 83875, 51136, 6392, 116285, 400713, 284161, 4199, 1756, 55693, 8493, 7644, 26521, 6296, 148198, 53940, 147658, 85363, 147657, 1592, 4591, 147660, 79986, 123876, 51167, 53840, 340665, 8411, 90333, 3043, 3045, 3046, 445372, 55762, 5146, 90317, 7576, 213, 862, 762, 55769, 27086, 81856, 174, 57615, 388558, 152485, 341208, 163223, 5805, 90321, 148213, 171392, 125893, 113835, 162966, 154214, 162967, 162962, 162963, 9668, 284371, 284370, 80110, 5238, 112479, 54988, 4281	326	2900	18353	1.4171451237571397	0.36309794839364584	0.031710574280884196	1.9784103648062712
GOTERM_MF_FAT	GO:0020037~heme binding	9	2.452316076294278	0.0015445952195939831	3048, 3047, 1592, 6392, 51167, 340665, 3043, 3045, 3046	231	118	12441	4.10774818401937	0.41333265367813365	0.05193264731195324	2.0875239147284397
GOTERM_MF_FAT	GO:0046914~transition metal ion binding	70	19.07356948228883	0.0015948526957782932	10346, 7652, 153364, 10150, 3048, 3047, 84436, 100129543, 117854, 83875, 51136, 6392, 400713, 4199, 1756, 55693, 8493, 4361, 7644, 26521, 221074, 148198, 8029, 53940, 147658, 85363, 147657, 1592, 4591, 147660, 79986, 51167, 53840, 340665, 8411, 90333, 3043, 730087, 3045, 3046, 445372, 55762, 90317, 7576, 213, 862, 762, 55769, 27086, 81856, 174, 57615, 388558, 152485, 341208, 163223, 5805, 90321, 148213, 171392, 125893, 113835, 162966, 154214, 162967, 162962, 162963, 9668, 284371, 284370, 80110, 7757, 112479, 4281	231	2685	12441	1.4040968342644322	0.42343281717262804	0.04882794244788213	2.1547636329196096
SMART	SM00103:ALBUMIN	3	0.8174386920980926	0.0017410600612062595	174, 213, 173	152	4	8735	43.10032894736842	0.1729920277073269	0.046375447655933155	1.946301048011323
SP_PIR_KEYWORDS	homotetramer	5	1.3623978201634876	0.0018391157671457724	3048, 3047, 5473, 5196, 3043	326	30	18353	9.382924335378323	0.4264581219011563	0.036383246029527805	2.43230036555917
UP_SEQ_FEATURE	domain:Albumin 3	3	0.8174386920980926	0.0018409892141863732	174, 213, 173	326	4	18308	42.11963190184049	0.8697123557589446	0.06567757121531959	2.9057138962997775
UP_SEQ_FEATURE	domain:Albumin 2	3	0.8174386920980926	0.0018409892141863732	174, 213, 173	326	4	18308	42.11963190184049	0.8697123557589446	0.06567757121531959	2.9057138962997775
UP_SEQ_FEATURE	domain:Albumin 1	3	0.8174386920980926	0.0018409892141863732	174, 213, 173	326	4	18308	42.11963190184049	0.8697123557589446	0.06567757121531959	2.9057138962997775
INTERPRO	IPR014760:Serum albumin, N-terminal	3	0.8174386920980926	0.0018862022170386705	174, 213, 173	288	4	15967	41.58072916666667	0.5890320925050958	0.057559674483117496	2.6599110088712963
INTERPRO	IPR000873:AMP-dependent synthetase and ligase	5	1.3623978201634876	0.0019380339973680747	348158, 123876, 6296, 116285, 54988	288	30	15967	9.240162037037038	0.5989622392117966	0.0555062700959007	2.732066269050759
SMART	SM00408:IGc2	11	2.997275204359673	0.002883185720047659	50937, 340547, 9172, 64221, 4684, 158038, 54538, 90952, 23584, 220296, 1630, 641654	152	205	8735	3.0836007702182284	0.2700076041927143	0.061004162150893326	3.2042451549307405
INTERPRO	IPR000264:Serum albumin	3	0.8174386920980926	0.0031063667412536025	174, 213, 173	288	5	15967	33.26458333333333	0.7690088573751654	0.08258796940123203	4.345370203630883
SP_PIR_KEYWORDS	heterotetramer	5	1.3623978201634876	0.0032784453479656195	3048, 3047, 3043, 3045, 3046	326	35	18353	8.04250657318142	0.6290607698220961	0.06010049063688616	4.297557749075242
INTERPRO	IPR003598:Immunoglobulin subtype 2	11	2.997275204359673	0.004046410640781546	50937, 340547, 9172, 64221, 4684, 158038, 54538, 90952, 23584, 220296, 1630, 641654	288	205	15967	2.9748814363143636	0.8518790027443327	0.10066158213732257	5.625335158834877
SMART	SM00257:LysM	3	0.8174386920980926	0.00425452685126799	55074, 135112, 116068	152	6	8735	28.733552631578945	0.37169699588794114	0.07453175281104973	4.695208962495856
UP_SEQ_FEATURE	repeat:LysM	3	0.8174386920980926	0.004495220104977766	55074, 135112, 116068	326	6	18308	28.079754601226995	0.9931459907799404	0.1484860563003273	6.9559467610896935
INTERPRO	IPR018392:Peptidoglycan-binding lysin domain	3	0.8174386920980926	0.004604339993789058	55074, 135112, 116068	288	6	15967	27.720486111111107	0.886238610956608	0.1081013217392024	6.377461480387514
INTERPRO	IPR002482:Peptidoglycan-binding Lysin subgroup	3	0.8174386920980926	0.004604339993789058	55074, 135112, 116068	288	6	15967	27.720486111111107	0.886238610956608	0.1081013217392024	6.377461480387514
GOTERM_BP_FAT	GO:0000086~G2/M transition of mitotic cell cycle	4	1.08991825613079	0.005204618668181142	10393, 8493, 7164, 1111	247	19	12981	11.064138077988494	0.9990115240975409	0.4993933566781794	8.186336028573837
SP_PIR_KEYWORDS	ligase	13	3.5422343324250685	0.0080676364796722	10346, 348158, 6296, 154214, 85363, 9039, 4591, 123876, 116285, 11059, 54988, 90025, 4281	326	303	18353	2.4154062645528356	0.9133871853326339	0.13402604083223757	10.269091853932666
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2; degenerate	6	1.6348773841961852	0.008072655262543998	284371, 171392, 147660, 7576, 80110, 90321	326	70	18308	4.813672217353199	0.9998721419152744	0.24432464957856892	12.164746832792893
UP_SEQ_FEATURE	zinc finger region:C2H2-type 25	3	0.8174386920980926	0.008196106588335002	7652, 7644, 162962	326	8	18308	21.059815950920246	0.9998885847719228	0.2410547607985003	12.33951740738729
GOTERM_BP_FAT	GO:0001523~retinoid metabolic process	4	1.08991825613079	0.008997293607193266	5950, 1592, 340665, 83875	247	23	12981	9.139940151381799	0.9999937592247556	0.6636124858873672	13.750825095628283
GOTERM_BP_FAT	GO:0016101~diterpenoid metabolic process	4	1.08991825613079	0.008997293607193266	5950, 1592, 340665, 83875	247	23	12981	9.139940151381799	0.9999937592247556	0.6636124858873672	13.750825095628283
GOTERM_BP_FAT	GO:0006776~vitamin A metabolic process	4	1.08991825613079	0.008997293607193266	5950, 1592, 340665, 83875	247	23	12981	9.139940151381799	0.9999937592247556	0.6636124858873672	13.750825095628283
SP_PIR_KEYWORDS	iron	12	3.2697547683923704	0.01045102758947517	55693, 3048, 3047, 1592, 6392, 51167, 340665, 83875, 53940, 3043, 3045, 3046	326	276	18353	2.4477193918378237	0.9581146423365536	0.16160650198844806	13.110627457825508
GOTERM_BP_FAT	GO:0006721~terpenoid metabolic process	4	1.08991825613079	0.011365026489211987	5950, 1592, 340665, 83875	247	25	12981	8.408744939271255	0.9999997383649275	0.7172030876374365	17.06244433803832
SP_PIR_KEYWORDS	zinc-finger	43	11.716621253405995	0.012110286926514509	10346, 445372, 7652, 10150, 55762, 90317, 7576, 862, 84436, 55769, 100129543, 117854, 27086, 81856, 51136, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 1756, 7644, 171392, 125893, 113835, 148198, 162966, 154214, 162967, 147658, 85363, 147657, 162962, 162963, 9668, 284371, 284370, 4591, 147660, 79986, 80110, 53840, 8411, 90333, 4281	326	1664	18353	1.4548043741151486	0.9747677565528607	0.17606602005487215	15.039426475569096
INTERPRO	IPR013098:Immunoglobulin I-set	8	2.17983651226158	0.012406871065502064	50937, 9172, 64221, 4684, 158038, 54538, 90952, 1630	288	138	15967	3.2139694041867948	0.9972057444224318	0.25473057182949543	16.3284235876186
GOTERM_CC_FAT	GO:0005886~plasma membrane	81	22.070844686648503	0.014923681417212165	79473, 119678, 119679, 338557, 137735, 26595, 5911, 2813, 79339, 390054, 390059, 90952, 116337, 8502, 390058, 85461, 4360, 1756, 9638, 390271, 390275, 8029, 8027, 24145, 390061, 6198, 390063, 390064, 390066, 390067, 134957, 8411, 26493, 26494, 5787, 283160, 390265, 390264, 5146, 4684, 219865, 762, 390081, 124274, 23538, 390077, 390078, 5801, 283111, 390075, 51196, 283159, 390072, 245972, 84059, 10178, 219858, 23584, 390079, 115111, 27345, 282763, 154810, 26509, 10888, 220296, 219870, 9892, 641654, 340980, 7431, 85458, 390083, 390084, 1213, 79345, 5101, 338751, 219869, 7369, 8471, 283162, 387748	220	3620	12245	1.245410597689603	0.9770417094619933	0.8484800655424948	17.754112435806856
GOTERM_CC_FAT	GO:0015630~microtubule cytoskeleton	18	4.904632152588556	0.015672805146398475	9638, 55762, 10513, 115201, 1111, 22832, 51115, 26509, 55567, 1070, 51174, 348235, 9702, 55165, 5518, 63876, 10733, 4281	220	535	12245	1.8726423109600678	0.9810324840249334	0.7333119927969626	18.563452876963773
GOTERM_CC_FAT	GO:0005814~centriole	4	1.08991825613079	0.017547232096886616	51174, 55165, 10733, 1070	220	31	12245	7.181818181818182	0.9882447514569369	0.6707256099173026	20.556450656264545
GOTERM_CC_FAT	GO:0005813~centrosome	10	2.7247956403269753	0.01853180844474597	51174, 9638, 9702, 55165, 55762, 22832, 1111, 26509, 10733, 1070	220	222	12245	2.5071662571662574	0.990860267122765	0.6089910479247408	21.585179069412487
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	45	12.26158038147139	0.019148196745702787	10346, 7652, 55762, 7576, 90317, 862, 137735, 84436, 9096, 55769, 100129543, 3169, 27086, 81856, 388558, 57615, 400713, 6660, 163223, 63876, 90321, 7110, 7644, 171392, 84441, 125893, 148198, 113835, 162967, 147658, 147657, 4848, 162962, 23493, 162963, 9668, 284371, 399669, 284370, 4286, 55553, 80110, 7757, 10622, 90333, 730087, 4086	247	1703	12981	1.38870200479744	0.9999999999926531	0.8608297924842777	27.126679580584025
SP_PIR_KEYWORDS	polymorphism	219	59.67302452316077	0.01956487570791901	79473, 10346, 153364, 55841, 51174, 256471, 50613, 79339, 7164, 120379, 390058, 85461, 8029, 8027, 64478, 390061, 390063, 10090, 390064, 51167, 123876, 390066, 390067, 8411, 340547, 440107, 213, 390081, 3843, 1070, 81856, 167681, 390077, 390078, 390075, 51196, 174, 390072, 173, 388558, 57615, 89874, 163223, 10733, 10735, 100130742, 125893, 282763, 10888, 641654, 85458, 390083, 79345, 338751, 5238, 112479, 2823, 23033, 56203, 7652, 84436, 26595, 9200, 6392, 8502, 4360, 7644, 4361, 80071, 221074, 60487, 147658, 147657, 4848, 6198, 9702, 204474, 143686, 130940, 143689, 55762, 7576, 4684, 56, 23052, 862, 9096, 55769, 55623, 5518, 84059, 148213, 157724, 171392, 118924, 154214, 340980, 7369, 8471, 4068, 90025, 387748, 50937, 117854, 100129543, 83875, 54714, 55181, 54414, 51633, 79886, 83480, 116285, 1288, 63897, 116337, 1287, 9638, 6296, 54726, 349633, 53940, 4591, 64221, 80173, 134957, 166824, 90333, 54828, 445372, 283160, 54536, 51020, 5146, 90317, 54538, 143630, 1787, 5801, 55165, 23328, 283159, 245972, 144100, 10178, 63876, 90321, 55074, 694, 26057, 7110, 10513, 4013, 1111, 51115, 162966, 162962, 23493, 162963, 9172, 9039, 574028, 1630, 283162, 219844, 100169851, 3048, 3047, 119678, 119679, 22832, 10393, 160065, 135114, 11059, 90952, 151531, 1756, 55693, 390271, 219855, 390275, 55297, 135112, 148198, 92196, 85363, 24145, 168975, 53840, 340665, 26494, 3043, 5787, 3045, 390265, 390264, 219865, 762, 3169, 55567, 283111, 158038, 2526, 341208, 166785, 8895, 8898, 84669, 22824, 80746, 115111, 85481, 27345, 1737, 154810, 26509, 220296, 219870, 9668, 284370, 80110, 54988, 145282, 403312	326	11277	18353	1.0933016384399323	0.99743848922108	0.25796428409267125	23.226050996339985
SP_PIR_KEYWORDS	chromoprotein	5	1.3623978201634876	0.02049244681880686	3048, 3047, 3043, 3045, 3046	326	59	18353	4.770978475616097	0.9980753473523296	0.25752224623540965	24.191981217480595
GOTERM_BP_FAT	GO:0042573~retinoic acid metabolic process	3	0.8174386920980926	0.020829078238909535	1592, 340665, 83875	247	12	12981	13.138663967611336	0.9999999999992443	0.863802197782546	29.14400198716769
PIR_SUPERFAMILY	PIRSF003152:G protein-coupled olfactory receptor, class II	13	3.5422343324250685	0.020910472074743225	283160, 390265, 390264, 390271, 219865, 390275, 26595, 219870, 283159, 219869, 26493, 26494, 219858, 283162	148	299	7098	2.0851938895417157	0.9173878645114552	0.2996873384870049	21.482205175325085
GOTERM_MF_FAT	GO:0005506~iron ion binding	12	3.2697547683923704	0.02185213970761571	55693, 3048, 3047, 1592, 6392, 51167, 340665, 83875, 53940, 3043, 3045, 3046	231	296	12441	2.1833976833976836	0.9995107220004159	0.47017842336694393	26.031766923147813
GOTERM_BP_FAT	GO:0034754~cellular hormone metabolic process	5	1.3623978201634876	0.022708375422325122	5950, 1592, 174, 340665, 83875	247	57	12981	4.610057532495206	0.9999999999999408	0.8687385386155988	31.33732694069011
GOTERM_BP_FAT	GO:0010817~regulation of hormone levels	8	2.17983651226158	0.02338778156594698	5950, 1592, 174, 51167, 340665, 338557, 3169, 83875	247	149	12981	2.8217264896883405	0.9999999999999765	0.8593228802877991	32.11445042664993
SP_PIR_KEYWORDS	fatty acid metabolism	5	1.3623978201634876	0.024112086755261	348158, 123876, 6296, 116285, 54988	326	62	18353	4.540124678408866	0.9993708102828106	0.2846969555628015	27.854766827510446
GOTERM_BP_FAT	GO:0006775~fat-soluble vitamin metabolic process	4	1.08991825613079	0.02414084576969997	5950, 1592, 340665, 83875	247	33	12981	6.370261317629739	0.9999999999999916	0.8513390321905122	32.966173236522
GOTERM_BP_FAT	GO:0070206~protein trimerization	3	0.8174386920980926	0.024312444974996808	445372, 10346, 53840, 117854, 85363	247	13	12981	12.127997508564311	0.9999999999999933	0.8368602735173697	33.1588448879029
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	45	12.26158038147139	0.027356573553928114	10346, 7652, 55762, 7576, 90317, 862, 137735, 84436, 9096, 55769, 100129543, 3169, 27086, 81856, 388558, 57615, 400713, 6660, 163223, 63876, 90321, 7110, 7644, 171392, 84441, 125893, 148198, 113835, 162967, 147658, 147657, 4848, 162962, 23493, 162963, 9668, 284371, 399669, 284370, 4286, 55553, 80110, 7757, 10622, 90333, 730087, 4086	247	1743	12981	1.3568327677395529	0.9999999999999999	0.8556914738176741	36.49155863289414
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	7	1.9073569482288828	0.027662294983479566	50937, 9172, 64221, 4684, 54538, 1630, 5787	326	129	18308	3.047415228040139	0.9999999999999665	0.5984882045824234	36.167321365681545
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	7	1.9073569482288828	0.028585324953478396	50937, 9172, 64221, 4684, 54538, 1630, 5787	326	130	18308	3.0239735724398304	0.9999999999999882	0.6000669854656118	37.130131924238384
OMIM_DISEASE	Fetal hemoglobin quantitative trait locus 1	2	0.544959128065395	0.028931557092138033	3048, 3047	45	2	3020	67.11111111111111	0.8926040478264897	0.8926040478264897	26.577359506246758
SMART	SM00336:BBOX	5	1.3623978201634876	0.02977314219814041	445372, 10346, 4591, 53840, 117854, 85363, 4281	152	68	8735	4.225522445820434	0.9629158019213826	0.37540512963757644	28.888306327587575
GOTERM_BP_FAT	GO:0016998~cell wall macromolecule catabolic process	3	0.8174386920980926	0.03192751979969867	55074, 135112, 116068	247	15	12981	10.51093117408907	1.0	0.88366990717549	41.204089103732436
SP_PIR_KEYWORDS	zinc	50	13.623978201634879	0.03317448771640704	10346, 10150, 153364, 7652, 84436, 100129543, 117854, 51136, 400713, 1756, 55693, 7644, 26521, 221074, 148198, 147658, 85363, 147657, 4591, 147660, 79986, 53840, 8411, 90333, 445372, 55762, 7576, 90317, 213, 862, 762, 55769, 27086, 81856, 388558, 57615, 152485, 163223, 5805, 90321, 148213, 171392, 125893, 113835, 162966, 154214, 162967, 162962, 162963, 9668, 284371, 284370, 80110, 4281	326	2130	18353	1.3215386387856793	0.9999624052867016	0.3578829412710498	36.31927567402802
INTERPRO	IPR000315:Zinc finger, B-box	5	1.3623978201634876	0.03395541320316343	445372, 10346, 4591, 53840, 117854, 85363, 4281	288	68	15967	4.076542075163399	0.9999999141643541	0.5392047594119824	38.93833772255459
UP_SEQ_FEATURE	site:Aspirin-acetylated lysine	2	0.544959128065395	0.035189430949984835	213, 3043	326	2	18308	56.15950920245399	1.0	0.6673210869014842	43.63191299021851
UP_SEQ_FEATURE	chain:Olfactory receptor 51B5	2	0.544959128065395	0.035189430949984835	282763, 390058	326	2	18308	56.15950920245399	1.0	0.6673210869014842	43.63191299021851
GOTERM_CC_FAT	GO:0005815~microtubule organizing center	10	2.7247956403269753	0.03589708596722268	51174, 9638, 9702, 55165, 55762, 22832, 1111, 26509, 10733, 1070	220	250	12245	2.2263636363636365	0.999896492390514	0.7833150674837881	37.82466014947386
GOTERM_BP_FAT	GO:0044036~cell wall macromolecule metabolic process	3	0.8174386920980926	0.03604052503465616	55074, 135112, 116068	247	16	12981	9.853997975708502	1.0	0.9015024110788692	45.16194906185835
SP_PIR_KEYWORDS	chemotaxis	5	1.3623978201634876	0.03883098805333104	64221, 5473, 6372, 5196, 3576	326	72	18353	3.9095518064076344	0.9999936096045009	0.392475697175782	41.126486641263895
KEGG_PATHWAY	hsa00650:Butanoate metabolism	4	1.08991825613079	0.04061372106211416	123876, 6296, 116285, 54988	113	34	4949	5.152524726704841	0.9770168915308582	0.8483981910756281	36.3652048279617
PIR_SUPERFAMILY	PIRSF038445:transcription factor Sox5/Sox6/Sox13	2	0.544959128065395	0.04099406949999467	55553, 6660	148	2	7098	47.95945945945947	0.9928400076646222	0.46065821310550115	38.06218024361235
PIR_SUPERFAMILY	PIRSF500566:platelet factor 4	2	0.544959128065395	0.04099406949999467	5196, 5197	148	2	7098	47.95945945945947	0.9928400076646222	0.46065821310550115	38.06218024361235
PIR_SUPERFAMILY	PIRSF002520:serum albumin	2	0.544959128065395	0.04099406949999467	174, 173	148	2	7098	47.95945945945947	0.9928400076646222	0.46065821310550115	38.06218024361235
SP_PIR_KEYWORDS	Transcription	47	12.806539509536785	0.04156239078404625	10346, 7652, 84436, 137735, 100129543, 6660, 55693, 7644, 84441, 135112, 148198, 147658, 4848, 147657, 79986, 147660, 55553, 10622, 90333, 4086, 55762, 90317, 7576, 862, 9096, 3169, 55769, 27086, 81856, 57615, 388558, 152485, 163223, 90321, 148213, 7110, 171392, 125893, 113835, 162966, 162967, 23493, 162962, 162963, 9668, 284371, 284370, 4286, 80110	326	2010	18353	1.316410279888899	0.9999972942863058	0.4011869263041158	43.32550216568135
SMART	SM00568:GRAM	3	0.8174386920980926	0.04188525828761945	55074, 135112, 8898	152	19	8735	9.073753462603879	0.9905700381549777	0.44176926783210135	38.283085239755124
SMART	SM00060:FN3	8	2.17983651226158	0.043286920942738796	50937, 9172, 64221, 4684, 54538, 1630, 5787, 4281	152	187	8735	2.458485786659161	0.9919609169142221	0.41487969607056163	39.2938409501
UP_SEQ_FEATURE	domain:Ig-like C2-type 4	5	1.3623978201634876	0.04438593632816984	50937, 9172, 64221, 4684, 1630	326	75	18308	3.743967280163599	1.0	0.7426005611156109	51.64176859541565
UP_SEQ_FEATURE	sequence variant	224	61.03542234332425	0.04477671083710792	79473, 10346, 153364, 55841, 51174, 256471, 50613, 79339, 7164, 120379, 390058, 85461, 8029, 8027, 64478, 390061, 390063, 10090, 390064, 51167, 123876, 390066, 390067, 8411, 340547, 440107, 213, 390081, 3843, 1070, 81856, 167681, 390077, 390078, 390075, 51196, 174, 390072, 173, 388558, 57615, 89874, 163223, 10733, 10735, 100130742, 125893, 282763, 10888, 641654, 85458, 390083, 79345, 338751, 5238, 112479, 2823, 23033, 56203, 7652, 84436, 26595, 9200, 6392, 8502, 4360, 7644, 4361, 80071, 221074, 60487, 147658, 147657, 4848, 9211, 6198, 9702, 204474, 143686, 130940, 143689, 55762, 7576, 4684, 56, 23052, 862, 9096, 55769, 55623, 5518, 84059, 148213, 157724, 171392, 118924, 154214, 340980, 4286, 7369, 8471, 4068, 90025, 387748, 4281, 50937, 5950, 117854, 100129543, 83875, 54714, 55181, 54414, 51633, 79886, 83480, 116285, 1288, 63897, 116337, 1287, 9638, 6296, 54726, 349633, 53940, 4591, 64221, 80173, 134957, 166824, 90333, 54828, 445372, 283160, 54536, 51020, 5146, 90317, 54538, 143630, 1787, 5801, 55165, 23328, 283159, 245972, 144100, 10178, 63876, 90321, 5805, 55074, 694, 26057, 7110, 10513, 4013, 1111, 51115, 162966, 162962, 23493, 162963, 9172, 9039, 574028, 1630, 283162, 219844, 100169851, 3048, 3047, 119678, 119679, 22832, 10393, 160065, 135114, 11059, 90952, 151531, 1756, 55693, 390271, 219855, 390275, 55297, 135112, 148198, 92196, 85363, 24145, 168975, 53840, 340665, 26494, 3043, 5787, 3045, 390265, 390264, 219865, 762, 3169, 55567, 283111, 158038, 2526, 341208, 166785, 8895, 8898, 84669, 22824, 80746, 115111, 85481, 27345, 1737, 154810, 26509, 220296, 219870, 9668, 284370, 80110, 54988, 145282, 403312	326	11719	18308	1.0734473983573423	1.0	0.7363984568095099	51.95724827069368
INTERPRO	IPR008957:Fibronectin, type III-like fold	8	2.17983651226158	0.044919335749816366	50937, 9172, 64221, 4684, 54538, 1630, 5787, 4281	288	180	15967	2.464043209876543	0.9999999996029321	0.6261686872581103	48.12191337159353
INTERPRO	IPR004182:GRAM	3	0.8174386920980926	0.04502809316866706	55074, 135112, 8898	288	19	15967	8.753837719298245	0.9999999996236685	0.6107378288435863	48.206204988714276
